ID_LOC,TIME_ZONE,TIMESTAMP,TIMESTAMP_UNIX,TIME,PRESSURE_MSL,TEMPERATURE_2M,TEMPERATURE_80M
id1,GMT,2023-04-23T11:57:35Z,1682251055736,2023-04-24T15:00:00Z,1015.8,23.4,20.9
id1,GMT,2023-04-23T11:57:35Z,1682251055736,2023-04-25T06:00:00Z,1014.6,18.1,18.2
id1,GMT,2023-04-23T11:57:35Z,1682251055736,2023-04-25T11:00:00Z,1016.2,22.6,21
id1,GMT,2023-04-23T11:57:35Z,1682251055736,2023-04-26T00:00:00Z,1015,18.5,19.3
id1,GMT,2023-04-23T11:57:35Z,1682251055736,2023-04-26T06:00:00Z,1012.9,18.2,18.8
id1,GMT,2023-04-23T11:57:35Z,1682251055736,2023-04-26T16:00:00Z,1011.7,23,21.7
id1,GMT,2023-04-23T11:57:35Z,1682251055736,2023-04-26T19:00:00Z,1011.8,19.9,20.8
id1,GMT,2023-04-23T11:57:35Z,1682251055736,2023-04-26T22:00:00Z,1012.8,18.7,20
id1,GMT,2023-04-23T11:57:35Z,1682251055736,2023-04-27T00:00:00Z,1012.7,18.7,19.8
id1,GMT,2023-04-23T11:57:35Z,1682251055736,2023-04-27T13:00:00Z,1015,25.5,22.6
id1,GMT,2023-04-23T11:57:35Z,1682251055736,2023-04-27T14:00:00Z,1014.6,25.7,22.7
id1,GMT,2023-04-23T11:57:35Z,1682251055736,2023-04-27T16:00:00Z,1013.9,25.2,22.5
id1,GMT,2023-04-23T11:57:35Z,1682251055736,2023-04-27T20:00:00Z,1014.9,21.8,20.7
id1,GMT,2023-04-23T11:57:35Z,1682251055736,2023-04-27T22:00:00Z,1015.7,20.4,19.7
id1,GMT,2023-04-23T11:57:35Z,1682251055736,2023-04-27T23:00:00Z,1015.7,20,19.4
id1,GMT,2023-04-23T11:57:35Z,1682251055736,2023-04-28T02:00:00Z,1015,19.4,18.8
id1,GMT,2023-04-23T11:57:35Z,1682251055736,2023-04-28T10:00:00Z,1017.4,22.3,20.3
id1,GMT,2023-04-23T11:57:35Z,1682251055736,2023-04-28T11:00:00Z,1017.7,23.2,21
id1,GMT,2023-04-23T11:57:35Z,1682251055736,2023-04-28T12:00:00Z,1017.9,24.3,21.9
id1,GMT,2023-04-23T11:57:35Z,1682251055736,2023-04-28T14:00:00Z,1017.7,25.2,22.5
id1,GMT,2023-04-23T11:57:35Z,1682251055736,2023-04-28T15:00:00Z,1017.5,25.4,22.7
id1,GMT,2023-04-23T11:57:35Z,1682251055736,2023-04-28T20:00:00Z,1018.5,22.5,21.6
id1,GMT,2023-04-23T11:57:35Z,1682251055736,2023-04-28T22:00:00Z,1019.3,21.2,20.8
id1,GMT,2023-04-23T11:57:35Z,1682251055736,2023-04-28T23:00:00Z,1019.5,20.9,20.6
id1,GMT,2023-04-23T11:57:35Z,1682251055736,2023-04-29T03:00:00Z,1019.2,21.1,20.5
id1,GMT,2023-04-23T11:57:35Z,1682251055736,2023-04-29T07:00:00Z,1020.3,21.7,20.8
id1,GMT,2023-04-23T11:57:35Z,1682251055736,2023-04-29T08:00:00Z,1020.8,22.2,21
id2,GMT,2023-04-23T15:39:13Z,1682264353823,2023-04-22T00:00:00Z,1015.4,18.9,18.6
id2,GMT,2023-04-23T15:39:13Z,1682264353823,2023-04-22T22:00:00Z,1016.2,19.9,19.9
id2,GMT,2023-04-23T15:39:13Z,1682264353823,2023-04-23T06:00:00Z,1015.1,18,19.1
id2,GMT,2023-04-23T15:39:13Z,1682264353823,2023-04-23T14:00:00Z,1016.1,22.5,20.2
id2,GMT,2023-04-23T15:39:13Z,1682264353823,2023-04-23T15:00:00Z,1015.6,22.6,20.1
id2,GMT,2023-04-23T15:39:13Z,1682264353823,2023-04-23T18:00:00Z,1015.6,20.9,20.6
id2,GMT,2023-04-23T15:39:13Z,1682264353823,2023-04-23T22:00:00Z,1017,17.8,20.2
